ano,numero,publicacao,assunto,classificacao,situacao,validade,servidores,link,alteracao
2016,CPV.0108,08/26/2016,CAAD - Informática e Gestão,M,"Alterada pela Portaria nº CPV.0013/2018, de 08 de fevereiro de 2018",4/20/2018,,https://drive.ifsp.edu.br/s/tImc2aCFvAu4jn6,Altera CPV.0051/2016
2016,CPV.0109,08/26/2016,CAAD - Linguagens,M,"Alterada pela Portaria nº CPV.0005/2018, de 01 de fevereiro de 2018",4/20/2018,,https://drive.ifsp.edu.br/s/XmkIGJk73LcAxro,Altera CPV.0052/2016
2016,CPV.0110,09/09/2016,Trata da designação de substituto à função de Coordenador de Gestão de Pessoas,S,extinta,12/09 a 01/10/2016,,https://drive.ifsp.edu.br/s/cAzLlV5vHCbNLGP,
2016,CPV.0111,09/13/2016,Trata da designação de substituto à função gratificada de Coordenador de Registros Escolares - Férias,S,extinta,05/09 a 04/10/2016,,https://drive.ifsp.edu.br/s/D00OvpNBEas3sjI,
2016,CPV.0112,09/13/2016,Trata da designação de substituto à função gratificada de Coordenador de Registros Escolares - Férias,S,extinta,05/10 a 03/11/2016,,https://drive.ifsp.edu.br/s/LDN4bGIqyd8pJ0V,
2016,CPV.0113,09/13/2016,Trata da designação de substituto ao cargo de direção de Gerente Administrativo,S,extinta,10 a 29/10/2016,,https://drive.ifsp.edu.br/s/hNzdCNEM10WpaCR,
2016,CPV.0114,09/16/2016,Trata da designação de substituto à função de Diretor Geral,S,extinta,22 a 28/09/2016,,https://drive.ifsp.edu.br/s/FqD47dPZ90p7afh,
2016,CPV.0115,09/21/2016,"Trata da designação dos membros da comissão com objetivo de proceder ao Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis e o InventárioFísico Anual do Almoxarifado",C,extinta,21/09 a 02/01/2017,,https://drive.ifsp.edu.br/s/tLz7oGFHfKrhbMz,
2016,CPV.0116,09/23/2016,Comissão para elaboração e implementação do Projeto Pedagógico do Programa Especial de Formação de Docentes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0158/2016, de 16 de dezembro de 2016",,,https://drive.ifsp.edu.br/s/ryXkcQlI54DrXno,Altera CPV.0106/2016
2016,CPV.0117,09/23/2016,Subcomissão Permanente de Acompanhamento da Jornada de Trabalho dos Servidores Técnico-Administrativos,C,"Alterada pela Portaria nº CPV.0059/2017, de 05 de abril de 2017",9/23/2019,,https://drive.ifsp.edu.br/s/t4pp7LTzKvQgIFE,
2016,CPV.0118,09/30/2016,Subcomissão Local para Auxiliar na Coleta das Informações para o Relatório de Gestão 2016,C,extinta,,,https://drive.ifsp.edu.br/s/RJmFj0CopCIFBR0,
2016,CPV.0119,03/21/2016,Trata da nomeação dos membros do Conselho de Câmpus,M,"Alterada pela Portaria nº CPV.0119/2016, de 30 de setembro de 2016",12/11/2017,,https://drive.ifsp.edu.br/s/NHwyOXydquwdqO3,Altera CPV.0046/2016; 0028/2016; 0015/2016; 0015/2016; 0095/2015
2016,CPV.0120,10/05/2016,"Revogação Portaria nº CPV.077/2015, de 17 de setembro de 2015",R,extinta,,,https://drive.ifsp.edu.br/s/h0eiWfl6irtxsYs,Revoga CPV.0077/2015
2016,CPV.0121,10/10/2016,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),M,"Alterada pela Portaria nº CPV.0022/2017, de 14 de fevereiro de 2017",,,https://drive.ifsp.edu.br/s/u4rq6pfBbOp3z7R,Altera CPV.0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015; 0032/2015
2016,CPV.0122,10/10/2016,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da àrea Pedagógica,C,"Alterada pela Portaria nº CPV.0019/2017, de 14 de fevereiro de 2017",,,https://drive.ifsp.edu.br/s/00HfIhMsTQ5f7Lw,Altera CPV.0100/2016; 0038/2016;.0008/2016;0131/2015; 0122/2015
2016,CPV.0123,10/11/2016,Trata da designação dos membros da comissão de avaliação das propostas de solicitação de auxílio financeiro aos discentes do IFSP-Câmpus Capivari para participação no 7º CONICT,C,extinta,,,https://drive.ifsp.edu.br/s/uWSbutdfINlLq2d,
2016,CPV.0124,10/14/2016,"Trata da designação do presidente da comissão com objetivo de proceder ao Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis e o InventárioFísico Anual do Almoxarifado",C,extinta,21/09 a 02/01/2017,,https://drive.ifsp.edu.br/s/8gM46RuBN5SFDOI,
2016,CPV.0125,10/18/2016,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novo Curso de Especialização na Área de Educação Especial,C,"Alterada pela Portaria nº CPV.0072/2017, de 18 de abril de 2017",16/01/2017 (3 meses),,https://drive.ifsp.edu.br/s/3P0KkCxNksSmVk3,
2016,CPV.0126,10/25/2016,Trata da designação de substituto à função de Diretor Geral,S,extinta,16 a 22/11/2016,,https://drive.ifsp.edu.br/s/bTlg2QoRmK9BAxd,
2016,CPV.0127,10/25/2016,Trata da designação de substituto à função de Coordenador de Administração,S,extinta,16 a 30/11/2016,,https://drive.ifsp.edu.br/s/NL0SXDTb7pzytxX,
2016,CPV.0128,10/25/2016,Projetos Institucionais - 2º semestre de 2016,C,extinta,,,https://drive.ifsp.edu.br/s/8kpLlGjJI8N3kvk,Altera CPV.0105/2016
2016,CPV.0129,10/26/2016,Trata da designação dos membros da Comissão Organizadora da IV Semana de Ciência e Tecnologia,C,extinta,,,https://drive.ifsp.edu.br/s/bzKSe2R2v29dW5B,Altera CPV.0099/2016; 0055/2016; 0043/2016;0003/2016; 0132/2015
2016,CPV.0130,10/27/2016,Comissão para elaboração do Projeto Pedagógico do Curso Técnico em Administração Integrado ao Ensino Médio na modalidade Educação de Jovens e Adultos,C,"Alterada pela Portaria nº CPV.0037/2017, de 06 de março de 2017",,,https://drive.ifsp.edu.br/s/IOPFDFqSUG2wmVJ,Altera CPV.0024/2016; 0006/2015
2016,CPV.0131,10/27/2016,Trata da designação dos fiscais do contrato 07.712/2016 (Implantação de acessibilidade),F,"Revogada pela Portaria n° CPV.0010/2018, de 07 de fevereiro de 2018",,,https://drive.ifsp.edu.br/s/lMj2VHzBbp0h4Li,
2016,CPV.0132,10/28/2016,Trata da aprovação do Calendário Escolar 2016 dos Cursos Técnicos Concomitantes e Subsequentes,,extinta,,,https://drive.ifsp.edu.br/s/Eu2wdbW8k20wC79,
2016,CPV.0133,10/28/2016,Trata da aprovação do Calendário Escolar 2016 dos Cursos Técnicos Integrados ao Ensino Médio,,extinta,,,https://drive.ifsp.edu.br/s/e2BfGwaEOZzbClN,
2016,CPV.0134,10/28/2016,Trata da aprovação do Calendário Escolar 2016 dos Cursos de Graduação,,extinta,,,https://drive.ifsp.edu.br/s/WGFJQ44ziKAhZuP,
2016,CPV.0135,11/09/2016,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novo Curso na Área de Química,C,"Alterada pela Portaria nº CPV.0013/2017, de 13 de fevereiro de 2017",07/02/2017 (3 meses),,https://drive.ifsp.edu.br/s/2W7wTuVRkmrbioY,
2016,CPV.0136,11/11/2016,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0152/2016, de 13 de dezembro de 2016",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/zqa1UjJVG8wrXoB,Altera CPV.0002/2016; 0125/2015
2016,CPV.0137,11/11/2016,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Química Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0034/2017, de 06 de março de 2017",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/KJswuGYWrOkhFG5,
2016,CPV.0138,11/11/2016,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0151/2016, de 12 de dezembro de 2016",,,https://drive.ifsp.edu.br/s/mtB7BXbxLdCsmaW,
2016,CPV.0139,11/11/2016,Trata da designação dos membros da Comissão Organizadora da II Jornada de Estudos em Computação,C,extinta,05 a 07 de junho de 2017,,https://drive.ifsp.edu.br/s/VI1UjrnbmvOfSBF,
2016,CPV.0140,11/11/2016,Trata da designação dos membros da Comissão Organizadora da Festa Junina 2017,C,"Alterada pela Portaria nº CPV.0015/2017, de 14 de fevereiro de 2017",10 de junho de 2017,,https://drive.ifsp.edu.br/s/XQAkeiq2LJeqix6,
2016,CPV.0141,11/11/2016,Trata da designação dos membros da Comissão Organizadora da V Semana de Ciência e Tecnologia,C,"Alterada pela Portaria nº CPV.0016/2017, de 14 de fevereiro de 2017",16 a 21 de outubro de 2017,,https://drive.ifsp.edu.br/s/3s8tP3xTSGZurYO,
2016,CPV.0142,11/11/2016,Trata da designação dos membros da Comissão Organizadora da IV Semana da Consciência Negra,C,"Alterada pela Portaria nº CPV.0014/2017, de 14 de fevereiro de 2017",21 a 25 de novembro de 2017,,https://drive.ifsp.edu.br/s/bakQCPzNQu9Aw2Z,
2016,CPV.0143,11/11/2016,Trata da designação de substituto ao cargo de direção de Gerente Educacional,S,extinta,02 a 15 de janeiro de 2017,,https://drive.ifsp.edu.br/s/c0OtfWd2LQL1KQx,
2016,CPV.0144,11/23/2016,Núcleo Docente Estruturante (NDE) do Curso de Licenciatura em Química,M,"Alterada pela Portaria nº CPV.0196/2017, de 18 de dezembro de 2017",,,https://drive.ifsp.edu.br/s/4qjuptgJHVog0dO,Altera CPV.0022/2016; 0026/2015; 1289/2014
2016,CPV.0145,11/23/2016,Orientador Estágio Curricular - Licenciatura em Química,C,"Revogada pela Portaria nº CPV.0022/2018, de 21 de fevereiro de 2018",,,https://drive.ifsp.edu.br/s/uRBu2SczelrH3GD,
2016,CPV.0146,11/25/2016,Trata da designação de substituto à função gratificada de Coordenador de Apoio à Direção,S,extinta,02 a 11/01/2017,,https://drive.ifsp.edu.br/s/KXt9GOdKoqHK6HI,
2016,CPV.0147,11/29/2016,Trata da designação dos membros da Comissão para Análise de Recursos no Processo Eleitoral para Cargos de Direção e Funções Gratificadas,C,extinta,,,https://drive.ifsp.edu.br/s/Dkapfv7DJiEnonY,
2016,CPV.0148,12/08/2016,Trata da designação de substituto à função gratificada de Coordenador de Registros Escolares,S,extinta,02 a 13 de janeiro de 2017,,https://drive.ifsp.edu.br/s/7L5th7IGxcid9fr,
2016,CPV.0149,12/08/2016,Trata da nomeação dos membros do Conselho de Câmpus,M,"Alterada pela Portaria nº CPV.0008/2017, de 01 de fevereiro de 2017",12/11/2017,,https://drive.ifsp.edu.br/s/gRVMbrNasvZpnju,Altera CPV.0119/2016; 0046/2016; 0028/2016; 0015/2016; 0015/2016; 0095/2015
2016,CPV.0150,12/08/2016,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professores substitutos (Engenharia Química),C,extinta,,,https://drive.ifsp.edu.br/s/gRVMbrNasvZpnju,
2016,CPV.0151,12/12/2016,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0026/2017, de 15 de fevereiro de 2017",,,https://drive.ifsp.edu.br/s/a11ieUX06boh3h7,Altera CPV.0138/2016
2016,CPV.0152,12/13/2016,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0018/2017, de 14 de fevereiro de 2017",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/mtZzmsT81TBBRhs,Altera CPV.0136/2016; 0002/2016; 0125/2015
2016,CPV.0153,12/13/2016,Trata da designação de substituto à função de Diretor Geral (Gilberto Bulgraen Junior),S,extinta,02 a 15/01/2017,,https://drive.ifsp.edu.br/s/Gkd6NxABCIKDWv7,
2016,CPV.0154,12/13/2016,Trata da designação de substituto à função de Diretor Geral (Paulo Renato de Oliveira Gavião),C,extinta,16 a 26/01/2017,,https://drive.ifsp.edu.br/s/hHNiqxgK4gnba7H,
2016,CPV.0155,12/13/2016,Trata da designação de membros de banca examinadora para processo seletivo simplificado de professor substituto (Matemática),C,extinta,,,https://drive.ifsp.edu.br/s/LYfUXsxsYTDsxus,
2016,CPV.0156,12/13/2016,Trata da designação de substituto à função gratificada de Coordenador de Tecnologia da Informação,S,extinta,09 a 23/01/2017,,https://drive.ifsp.edu.br/s/IhdozTd66gLxFn3,
2016,CPV.0157,12/15/2016,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novos Cursos no PDI,C,extinta,Final do 1º semestre de 2017,,https://drive.ifsp.edu.br/s/nysLQNO7rDgvVnQ,Altera CPV.0102/2016
2016,CPV.0158,12/16/2016,Comissão para elaboração e implementação do Projeto Pedagógico do Programa Especial de Formação de Docentes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0020/2017, de 14 de fevereiro de 2017",,,https://drive.ifsp.edu.br/s/M6JNviLB2GQetEE,Altera CPV.0116/2016; 0106/2016
2016,CPV.0159,12/16/2016,"Trata da designação de substituto à função gratificada de Coordenador de Manutenção, Almoxarifado e Patrimônio",S,extinta,30/01 a 10/02/2017,,https://drive.ifsp.edu.br/s/vpMwCC234zng9Si,
2016,CPV.0160,12/16/2016,Trata da designação de substituto à função gratificada de Coordenador de Extensão,S,extinta,02 a 31/01/2017,,https://drive.ifsp.edu.br/s/Sc5oYhlXw4i3Twl,
2016,CPV.0161,12/16/2016,Trata da designação de substituto à função gratificada de Coordenador do Núcleo Sociopedagógico,S,extinta,02 a 21/01/2017,,https://drive.ifsp.edu.br/s/WrpV6oEsDGzvuE8,
2016,CPV.0162,12/20/2016,Trata do horário de funcionamento do IFSP-Câmpus Capivari no período de 04 a 31 de janeiro de 2017,,extinta,04 a 31/01/2017,,https://drive.ifsp.edu.br/s/R5OmlrG1WYl2wnk,
2016,CPV.0163,12/20/2016,"Trata da revogação de portaria do IFSP-Câmpus Capivari (Portaria nº CPV.0129/2015, de 22 de dezembro de 2015)",R,extinta,,,https://drive.ifsp.edu.br/s/Gdj0vTmaR8MqUR4,Revoga CPV.0129/2015
