ano,numero,publicacao,assunto,classificacao,situacao,validade,servidores,link,alteracao
2017,CPV.0011,02/02/2017,Trata da designação dos fiscais do Contrato 02.712/2017 do IFSP-Câmpus Capivari (Cantina) - Início em 01/02/2017,F,"Alterada pela Portaria nº CPV.0082/2018, de 10 de maio de 2018",,,https://drive.ifsp.edu.br/s/Fqai9ibQWbiPVnD,
2017,CPV.0012,02/10/2017,Trata da designação dos fiscais do Contrato 03.712/2017 do IFSP-Câmpus Capivari (Plataforma Elevatória),F,"Alterada pela Portaria nº CPV.0011/2019, de 07 de fevereiro de 2019",,,https://drive.ifsp.edu.br/s/uUvqxVFDqGgf3Xd,
2017,CPV.0013,02/13/2017,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novo Curso na Área de Química,C,"Alterada pela Portaria nº CPV.0085/2017, de 26 de maio de 2017",3/13/2017,,https://drive.ifsp.edu.br/s/ZnETfDrOzPUepmY,Altera CPV.0135/2016
2017,CPV.0014,02/14/2017,Trata da designação dos membros da Comissão Organizadora da IV Semana da Consciência Negra,C,"Alterada pela Portaria nº CPV.0050/2017, de 24 de março de 2017",21 a 25 de novembro de 2017,,https://drive.ifsp.edu.br/s/uKY899ZCIkRybgf,Altera CPV.0142/2016
2017,CPV.0015,02/14/2017,Trata da designação dos membros da Comissão Organizadora da Festa Junina 2017,C,extinta,10 de junho de 2017,,https://drive.ifsp.edu.br/s/h3kaWsIATmDQPld,Altera CPV.0140/2016
2017,CPV.0016,02/14/2017,Trata da designação dos membros da Comissão Organizadora da V Semana de Ciência e Tecnologia,C,"Alterada pela Portaria nº CPV.0039/2017, de 06 de março de 2017",16 a 21 de outubro de 2017,,https://drive.ifsp.edu.br/s/v2rjHyyCFdTqQM5,Altera CPV.0141/2016
2017,CPV.0017,02/14/2017,Comissão para elaboração e implementação do Projeto Pedagógico do Curso de Pós-graduação Lato Sensu em Tecnologias da Informação e Comunicação Aplicadas na Educação do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0042/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/WMyKA9lcrOsEbKF,Altera CPV.0097/2016; 0057/2016
2017,CPV.0018,02/14/2017,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0035/2017, de 06 de março de 2017",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/Cn182cNEt59DMEw,Altera CPV.0152/2016; 0136/2016; 0002/2016; 0125/2015
2017,CPV.0019,02/14/2017,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da Àrea Pedagógica,C,"Alterada pela Portaria nº CPV.0036/2017, de 06 de março de 2017",,,https://drive.ifsp.edu.br/s/2FRlx1Tj7hAa9cT,Altera CPV.0122/2016; 0100/2016; 0038/2016;.0008/2016;0131/2015; 0122/2015
2017,CPV.0020,02/14/2017,Comissão para elaboração e implementação do Projeto Pedagógico do Programa Especial de Formação de Docentes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0080/2017, de 04 de maio de 2017",,,https://drive.ifsp.edu.br/s/iaXfILNLR9clzJN,Altera CPV.0158/2016; 116/2016; 0106/2016
2017,CPV.0021,02/14/2017,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química Concomitante/Subsequente,C,"Alterada pela Portaria nº CPV.0043/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/BKSXFtciSMmlxsq,Altera CPV.0005/2016
2017,CPV.0022,02/14/2017,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),M,"Alterada pela Portaria nº CPV.0086/2017, de 26 de maio de 2017",,,https://drive.ifsp.edu.br/s/RqCNUyt4WXOUvWu,Altera CPV.0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015; 0032/2015
2017,CPV.0023,02/14/2017,Núcleo Docente Estruturante (NDE) do Curso Superior de Tecnologia em Processos Químicos,M,"Revogada pela Portaria nº CPV.0078/2018, de 16 de abril de 2018",,,https://drive.ifsp.edu.br/s/TO09wvSHyoP1bqw,Altera CPV.0044/2016; 0014/2015; 851/2014
2017,CPV.0024,02/14/2017,Projetos Institucionais - 1º semestre de 2017,C,"Alterada pela Portaria nº CPV.0038/2017, de 06 de março de 2017",,,https://drive.ifsp.edu.br/s/uRl3sIyUs5KVXUv,Altera CPV.0054/2016
2017,CPV.0025,02/15/2017,Comissão de Eventos e Atividades,C,"Alterada pela Portaria nº CPV.0044/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/J1vxHLZ9dFPpd5i,Altera CPV.0051/2016
2017,CPV.0026,02/15/2017,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0031/2017, de 03 de março de 2017",,,https://drive.ifsp.edu.br/s/GqhScUkw9VeOpvY,Altera CPV.0151/2016; 0138/2016
2017,CPV.0027,02/15/2017,Trata da revogação de portarias,R,extinta,,,https://drive.ifsp.edu.br/s/VgnPyyHLyTWqWqP,Revoga CPV.0061/2015; CPV.0073/2015;  CPV.0082/2016; 
2017,CPV.0028,02/23/2017,Trata da nomeação da Subcomissão Eleitoral Local do Câmpus Capivari para as eleições de representantes no Conselho Superior do IFSP,M,extinta,,,https://drive.ifsp.edu.br/s/hfzlqTEhvI9i6WH,
2017,CPV.0029,02/24/2017,Trata da designação de substituto à função gratificada de Coordenador de Contabilidade e Finanças,S,extinta,06 a 20 de março de 2017,,https://drive.ifsp.edu.br/s/H6HUxZoVPwVy5u6,
2017,CPV.0030,02/24/2017,"Trata da designação dos membros da Comissão para classificar projetos de ensino propostos ao Edital nº CPV.005/2017, de 14 de fevereiro de 2017",C,extinta,,,https://drive.ifsp.edu.br/s/4dgQNmg9rILOQry,
2017,CPV.0031,03/03/2017,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0040/2017, de 06 de março de 2017",,,https://drive.ifsp.edu.br/s/6YaVz7lOfEUP0iR,Altera CPV.0026/2017; .0151/2016; 0138/2016
2017,CPV.0032,03/06/2017,Comissão para elaboração e implementação do Projeto Pedagógico do Curso de Pós-graduação Lato Sensu em Gestão da Tecnologia da Informação do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0099/2017, de 22 de junho de 2017",,,https://drive.ifsp.edu.br/s/35hPCXAvhOWXqE3,Altera CPV.0101/2016; 0056/2016
2017,CPV.0033,03/06/2017,Comissão para elaboração do Projeto Político Pedagógico,C,"Alterada pela Portaria nº CPV.0071/2017, de 18 de abril de 2017",,,https://drive.ifsp.edu.br/s/8U7BslCUhsOnT7B,Altera CPV.0104/2016; 0037/2016; 130/2015; 0091/2015; 0059/2015; 0007/2015; 0023/2014; 4384/2014
2017,CPV.0034,03/06/2017,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Química Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0147/2017, de 11 de setembro de 2017",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/PK5u0PNEIPWAGHu,Altera CPV.0137/2016
2017,CPV.0035,03/06/2017,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0148/2017, de 11 de setembro de 2017",Até a formatura da primeira turma,,https://drive.ifsp.edu.br/s/GC6wnXMKlMFeEYc,Altera CPV.0018/2017; 0152/2016; 0136/2016; 0002/2016; 0125/2015
2017,CPV.0036,03/06/2017,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da Área Pedagógica,C,"Alterada pela Portaria nº CPV.0045/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/4JdEBjeICLEu9x7,Altera CPV.0019/2017; 0152/2016; 0136/2016; 0002/2016; 0125/2015
2017,CPV.0037,03/06/2017,Comissão para elaboração do Projeto Pedagógico do Curso Técnico em Administração Integrado ao Ensino Médio na modalidade Educação de Jovens e Adultos,C,"Alterada pela Portaria nº CPV.0158/2017, de 21 de setembro de 2017",,,https://drive.ifsp.edu.br/s/ZQ1zdIjPZ5zkyD1,Altera CPV.0130/2016; 0024/2016; 0006/2015
2017,CPV.0038,03/06/2017,Projetos Institucionais - 1º semestre de 2017,C,"Alterada pela Portaria nº CPV.0047/2017, de 16 de março de 2017",,,https://drive.ifsp.edu.br/s/KwnHn0J25ON4ejP,Altera CPV.0024/2017; 0054/2016
2017,CPV.0039,03/06/2017,Trata da designação dos membros da Comissão Organizadora da V Semana de Ciência e Tecnologia,C,"Alterada pela Portaria nº CPV.0049/2017, de 20 de março de 2017",16 a 21 de outubro de 2017,,https://drive.ifsp.edu.br/s/IK7vMOZs682A14S,Altera CPV.0016/2017; 0141/2016
2017,CPV.0040,03/06/2017,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0052/2017, de 31 de março de 2017",,,https://drive.ifsp.edu.br/s/nry6Gn9RzCmpiw8,Altera CPV.0031/2017; 0026/2017; .0151/2016; 0138/2016
2017,CPV.0041,03/06/2017,Núcleo Docente Estruturante (NDE) do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,"Revogada pela Portaria nº CPV.0074/2018, de 09 de abril de 2018",,,https://drive.ifsp.edu.br/s/HDCKfb03okdEdWY,Altera CPV.0021/2015; 690/2014; 1039/2013
2017,CPV.0042,03/06/2017,Trata da designação de substituto ao cargo de direção de Diretor Adjunto Educacional,S,extinta,24/03 a 13/04/2017,,https://drive.ifsp.edu.br/s/Sf8ip0CdMlEH7Cy,
2017,CPV.0043,03/13/2017,Trata da designação dos membros da Comissão de Extensão,C,"Alterada pela Portaria nº CPV.0118/2017, de 31 de julho de 2017",,,https://drive.ifsp.edu.br/s/4bjTjddIjXfczuY,Altera CPV.0043/2016; 0003/2016; 0132/2015
2017,CPV.0044,03/13/2016,Trata da designação de substituto à função de Coordenador de Tecnologia da Informação,C,extinta,24 a 30/04/2017,,https://drive.ifsp.edu.br/s/sfehETaPJakTf0M,
2017,CPV.0045,03/16/2017,Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,"Alterada pela Portaria nº CPV.0124/2017, de 11 de agosto de 2017. Revogada pela Portaria nº CPV.0141/2018, de 03 de setembro de 2018.",Representantes docentes e dos pedagogos e técnicos em assuntos educacionais inicia-se em 28/07/2016 e encerra-se em 27/07/2018. Representantes discentes inicia-se em 28/07/2016 e encerra-se em 27/07/2017.,,https://drive.ifsp.edu.br/s/IkjlFrDSgUdHaFR,Altera CPV.0007/2017; 0079/2016
2017,CPV.0046,03/16/2017,Colegiado do Curso de Licenciatura em Química,M,extinta,Representantes docentes e dos pedagogos e técnicos em assuntos educacionais encerra-se em 21/06/2017. Representantes discentes inicia-se em 28/07/2016 e encerra-se em 27/07/2017.,,https://drive.ifsp.edu.br/s/ibggCO0IausWvtW,Altera CPV.0081/2016
2017,CPV.0047,03/16/2017,Projetos Institucionais - 1º semestre de 2017,C,"Alterada pela Portaria nº CPV.0058/2017, de 05 de abril de 2017",,,https://drive.ifsp.edu.br/s/JGAdnuWAhDyoDkE,Altera CPV.0038/2017; 0024/2017; 0054/2016
2017,CPV.0048,03/16/2017,Desfazimento de bens,C,extinta,3/15/2018,,https://drive.ifsp.edu.br/s/hmByyD0spxZ3ljG,
2017,CPV.0049,03/20/2017,Trata da designação dos membros da Comissão Organizadora da V Semana de Ciência e Tecnologia,C,"Alterada pela Portaria nº CPV.0057, de 05 de abril de 2017",16 a 21 de outubro de 2017,,https://drive.ifsp.edu.br/s/iHiL5OLmMdbq4Nt,Altera CPV.0039/2017; 0016/2017; 0141/2016
2017,CPV.0050,03/24/2017,Trata da designação dos membros da Comissão Organizadora da IV Semana da Consciência Negra,C,extinta,21 a 25 de novembro de 2017,,https://drive.ifsp.edu.br/s/xZEP5EmFIsa5i0u,Altera CPV.0014/2017; 0142/2016
2017,CPV.0051,03/28/2017,Trata da designação de substituto à função gratificada de Coordenador de Licitações e Contratos,S,extinta,29 de março a 07 de abril de 2017,,https://drive.ifsp.edu.br/s/ONFFJ5aT6XBSBbw,
2017,CPV.0052,03/31/2017,Trata da designação dos membros da comissão para propor as Diretrizes Curriculares Internas para os Cursos Técnicos Integrados ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0149/2017, de 11 de setembro de 2017",,,https://drive.ifsp.edu.br/s/1QYTBNxeQKxmi7l,Altera CPV.0040/2017; 0031/2017; 0026/2017; .0151/2016; 0138/2016
2017,CPV.0053,03/31/2017,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos - Matemática Básica,C,Revogada Pela Portaria n° CPV.0175/2017,,,https://drive.ifsp.edu.br/s/4fnJbxVpID4My3d,
2017,CPV.0054,03/31/2017,"Trata da designação dos membros das mesas receptoras de votos da eleição de representantes dos servidores, dos estudantes e dos egressos no Conselho Superior do IFSP",C,extinta,,,https://drive.ifsp.edu.br/s/rVMjQL9rgjodvQm,
2017,CPV.0055,04/05/2017,Desfazimento de bens. Presidente e Vice-Presidente,C,Alterada Pela Portaria n° CPV.0091/2017,31/12/2017,,https://drive.ifsp.edu.br/s/wTkcShHqiBWRMFD,
2017,CPV.0056,04/05/2017,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos - Informática Básica,C,Revogada Pela Portaria n° CPV.0175/2017,,,https://drive.ifsp.edu.br/s/PPlUXTk43lyZJl0,
2017,CPV.0057,04/05/2017,Trata da designação dos membros da Comissão Organizadora da V Semana de Ciência e Tecnologia,C,Alterada Pela Portaria n° CPV.0112/2017,16 a 21 de outubro de 2017,,https://drive.ifsp.edu.br/s/2cVGwpuCGtUbNkw,Altera CPV.0049/2017; 0039/2017; 0016/2017; 0141/2016
2017,CPV.0058,04/05/2017,Projetos Institucionais - 1º semestre de 2017,C,extinta,,,https://drive.ifsp.edu.br/s/5dt6RVpkhf1QiYp,Altera CPV.0047/2017; 0038/2017; 0024/2017; 0054/2016
2016,CPV.0059,04/05/2017,Subcomissão Permanente de Acompanhamento da Jornada de Trabalho dos Servidores Técnico-Administrativos,M,"Alterada pela Portaria nº CPV.0003/2018, de 29 de janeiro de 2018",9/23/2019,,https://drive.ifsp.edu.br/s/64F9aT2z9F43jp1,Altera CPV.0117/2016
2017,CPV.0060,04/05/2017,Trata da designação de substituto à função de Coordenador de Extensão,S,extinta,08 a 16/04/2017,,https://drive.ifsp.edu.br/s/ajC7Do2CBmqOkQo,
2017,CPV.0061,04/06/2017,Designa servidora para desempenhar as funções de secretária da comissão de Processo Administrativo Disciplinar nº 23305.000962.2016-13 (Fabiana Ocampos),,extinta,,,https://drive.ifsp.edu.br/s/Q4iPMHHXXBiRg6r,
2017,CPV.0062,04/06/2017,Designa servidora para desempenhar as funções de secretária ad hoc da Comissão de Processo Administrativo Disciplinar nº 23305.000962.2016-13 (Paula Lima Braga),,extinta,,,https://drive.ifsp.edu.br/s/lqFCiZU6oCVZvc5,
2017,CPV.0063,04/11/2017,Trata da nomeação dos membros do Conselho de Câmpus,M,"Alterada pela Portaria nº CPV.0112/2017, de 25 de julho de 2017",12/11/2017,,https://drive.ifsp.edu.br/s/o7YNDSa6AyeBZFg,Altera CPV.0008/2017; 0149/2016;0119/2016; 0046/2016; 0028/2016; 0015/2016; 0015/2016; 0095/2015
2017,CPV.0064,04/13/2017,Trata da designação de substituto à função de Coordenador de Extensão,S,extinta,17 a 23/04/2017,,https://drive.ifsp.edu.br/s/cMxoDwdZbEwccZ3,
2017,CPV.0065,04/13/2017,Designa servidora para desempenhar as funções de secretária ad hoc da Comissão de Processo Administrativo Disciplinar nº 23305.000962.2016-13 (Miriam Cristina Peruzzi Soares Belote),,"Revogada pela Portaria CPAD nº CPV.0082/2017, de 10 de maio de 2017",,,https://drive.ifsp.edu.br/s/eSv2fVIigjBG8lM,
2017,CPV.0066,04/13/2017,Designa servidora para desempenhar as funções de secretária ad hoc da Comissão de Processo Administrativo Disciplinar nº 23305.000962.2016-13 (Nayari Marie Lessa),,extinta,,,https://drive.ifsp.edu.br/s/Nz2BOSfDiuJ4kSI,
2017,CPV.0067,04/17/2017,Trata da designação de substituto à função de Coordenador de Extensão,S,extinta,24/04 a 06/07/2017,,https://drive.ifsp.edu.br/s/RxIc01wjZqb6myO,
2017,CPV.0068,04/17/2017,Trata da revogação de portarias,R,extinta,,,https://drive.ifsp.edu.br/s/ABALPQmnUbN3pC0,Revogar CPV.0107/2015
2017,CPV.0069,04/17/2017,Trata da revogação de portarias,R,extinta,,,https://drive.ifsp.edu.br/s/izI5ZGktlsNaDUc,Revogar CPV.0036/2015
2017,CPV.0070,04/18/2017,Trata da designação dos membros da Subcomissão para Permanência e Êxito dos Estudantes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0116/2017, de 26 de julho de 2017",,,https://drive.ifsp.edu.br/s/PaYsBeAZp72qGQq,Altera CPV.0026/2016; 0126/2015
2017,CPV.0071,04/18/2017,Comissão para elaboração do Projeto Político Pedagógico,C,"Alterada pela Portaria nº CPV.0046/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/WUsJwfnIVCaKcWc,Altera CPV.0033/2017; 0104/2016; 0037/2016; 130/2015; 0091/2015; 0059/2015; 0007/2015; 0023/2014; 4384/2014
2017,CPV.0072,04/18/2017,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novo Curso de Especialização na Área de Educação Especial,C,extinta,16/01/2017 (3 meses),,https://drive.ifsp.edu.br/s/0iQQlFdNq0BWQe2,Altera CPV.0125/2016
2017,CPV.0073,04/18/2017,Professor orientador de estágio do Curso de Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,C,Revogada Pela Portaria n° CPV.0184/2019,,,https://drive.ifsp.edu.br/s/ST0NE4h9VjkEI3M,
2017,CPV.0074,04/20/2017,Professor orientador de estágio curricular do Curso Técnico em Informática Integrado ao Ensino Médio,C,Revogada Pela Portaria n° CPV.0185/2019,,,https://drive.ifsp.edu.br/s/0AAf5ZZYkO46OtF,
2017,CPV.0075,04/20/2017,Trata da designação de substituto ao cargo de direção de Diretor Adjunto de Administração,S,extinta,10 a 19/05/2017,,https://drive.ifsp.edu.br/s/TcnlXERx1k3SskU,
2017,CPV.0076,04/27/2017,Designa servidora para desempenhar as funções de secretária ad hoc da Comissão de Processo Administrativo Disciplinar nº 23305.000962.2016-13 (Alan Batista Botelho),,extinta,,,https://drive.ifsp.edu.br/s/JhFUf2zs7rn2d31,
2017,CPV.0077,05/02/2017,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos - História da Ciência e Tecnologia,C,Revogada Pela Portaria n° CPV.0175/2017,,,https://drive.ifsp.edu.br/s/YEpdFEdzV2l6Ggb,
2017,CPV.0078,05/02/2017,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos - Arquitetura de Computadores,C,Revogada Pela Portaria n° CPV.0175/2017,,,https://drive.ifsp.edu.br/s/uNzlv3VQBMzZwZE,
2017,CPV.0079,05/03/2017,Trata da designação de substituto ao cargo de direção de Diretor Adjunto Educacional,S,extinta,19 a 28/05/2017,,https://drive.ifsp.edu.br/s/K6gYj0GsaDfgBYK,
2017,CPV.0080,05/04/2017,Comissão para elaboração e implementação do Projeto Pedagógico do Programa Especial de Formação de Docentes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0047/2018, de 13 de março de 2018 - Revogada pela Portaria nº CPV.0139/2018, de 03 de setembro de 2018",,,https://drive.ifsp.edu.br/s/EPHJti1JcNTWgd5,Altera CPV.0020/2017; 0158/2016; 116/2016; 0106/2016
2017,CPV.0081,05/10/2017,Comissão Local do PDI,M,"Alterada pela Portaria nº CPV.0048/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/EPHJti1JcNTWgd5,Altera CPV.0086/2015; 0084/2015
2017,CPV.0082,05/10/2017,Trata da revogação de portarias,R,extinta,,,https://drive.ifsp.edu.br/s/4puMEiniixjLkcb,Revoga CPV.0065/2017
2017,CPV.0083,05/15/2017,Trata da designação de substituto à presidência da Comissão de Extensão,S,extinta,,,https://drive.ifsp.edu.br/s/vnrV1JKNOpOnl7f,
2017,CPV.0084,05/24/2017,Trata da designação dos fiscais da Ata de Registro de Preços 01.712/2017 do IFSP-Câmpus Capivari (Corte da Grama),F,"Revogada pela Portaria nº CPV.0008/2019, de 29 de janeiro de 2019",,,https://drive.ifsp.edu.br/s/C3Jb2pKRD3Wf187,
2017,CPV.0085,05/26/2017,Comissão para Estudo de Viabilidade da Proposição de Inclusão de Novo Curso na Área de Química,C,extinta,31/12/2017,,https://drive.ifsp.edu.br/s/BV8w4gwlMXKvKKa,Altera CPV.0013/2017; 0135/2016; 
2017,CPV.0086,05/26/2017,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),M,"Alterada pela Portaria nº CPV.0129/2017, de 11 de agosto de 2017",,,https://drive.ifsp.edu.br/s/YfCqWjtf7vv26SU,Altera CPV.0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015; 0032/2015
2017,CPV.0087,05/26/2017,Trata da designação dos fiscais do Contrato 004.712/2017 do IFSP-Câmpus Capivari (Internet),F,"Alterada pela Portaria nº CPV.0035/2018, de 12 de março de 2018",,,https://drive.ifsp.edu.br/s/s12Ii296Fc5XGXp,
2017,CPV.0088,05/29/2017,Comissão para Estudo para Implantação de Empresa Júnior,C,"Alterada pela Portaria nº CPV.0115/2017, de 26 de julho de 2017",,,https://drive.ifsp.edu.br/s/WQCzLauO2yAbexK,
2017,CPV.0089,05/29/2017,Trata da designação de substituto à função de Coordenador de Contabilidade e Finanças,S,extinta,19 a 28/06/2017,,https://drive.ifsp.edu.br/s/1LZX48MOBl7Xgb5,
2017,CPV.0090,06/02/2017,Trata da designação de substituto à função de Coordenador de Licitações e Contratos,S,extinta,05 a 14/06/2017,,https://drive.ifsp.edu.br/s/OmLCEsmsKdlxcdR,
2017,CPV.0091,06/06/2017,Desfazimento de bens. Presidente,C,extinta,31/12/2017,,https://drive.ifsp.edu.br/s/2iG2vllLneAMkGi,Altera CPV.0055/2017
2017,CPV.0092,06/12/2017,Trata da designação de substituto à função de Coordenador de Tecnologia da Informação,S,extinta,19 a 30/06/2017,,https://drive.ifsp.edu.br/s/1fZBcuosjDSHqcc,
2017,CPV.0093,06/12/2017,Trata da designação de substituto à função de Coordenador de Apoio à Direção,S,extinta,10 a 20/07/2017,,https://drive.ifsp.edu.br/s/Ma4llaBjGY37GCW,
2017,CPV.0094,06/12/2017,Trata da designação de substituto à função de Coordenador de Extensão,S,extinta,07 a 21/07/2017,,https://drive.ifsp.edu.br/s/7qcAyMmBRkNIM9W,
2017,CPV.0095,06/13/2017,Trata da designação de substituto à função de comissionada de Coordenador de Curso de Análise e Desenvolvimento de Sistemas,S,extinta,13 a 02/07/2017,,https://drive.ifsp.edu.br/s/dFfa2IfJI9P6HGX,
2017,CPV.0096,06/14/2017,Subcomissão de Avaliação de Documentos-SubCOPAD,C,extinta,até 13 de junho de 2019,,https://drive.ifsp.edu.br/s/u3XW59dwWKCBCm6,
2017,CPV.0097,06/14/2017,Trata da designação dos membros da comissão de avaliação periódica dos serviços da cantina,C,"Alterada pela Portaria nº CPV.0049/2018, de 13 de março de 2018",,,https://drive.ifsp.edu.br/s/o82lfosDoVy5NQL,
2017,CPV.0098,06/21/2017,"Comitê de Pesquisa, Inovação e Pós-Graduação-COMPESQ",C,Alterada Pela Portaria n° CPV.0025/2018,6/25/2019,,https://drive.ifsp.edu.br/s/Qc67DQXzy64HbjD,
2017,CPV.0099,06/22/2017,Comissão para elaboração e implementação do Projeto Pedagógico do Curso de Pós-graduação Lato Sensu em Gestão da Tecnologia da Informação do IFSP-Câmpus Capivari,C,"Revogada pela Portaria nº CPV.0032/2018, de 08 de março de 2018",,,https://drive.ifsp.edu.br/s/Ig4CoamXZdeEdGI,Altera CPV.0032/2017; 0101/2016; 0056/2016
2017,CPV.0100,06/22/2017,Trata da designação de substituto à função de Coordenador do Núcleo Sociopedagógico,S,extinta,11 a 30/07/2017,,https://drive.ifsp.edu.br/s/QNHLK7ypmKfakwI,
2017,CPV.0101,06/22/2017,Trata da designação de substituto à função de Coordenador do Curso Área - Química,S,extinta,17/05 a 05/07/2017,,https://drive.ifsp.edu.br/s/dmECDRZ9qCliX0g,
