ano,numero,publicacao,assunto,classificacao,situacao,validade,servidores,link,alteracao
2020,CPV.0014,02/17/2020,Trata da aprovação do Projeto Institucional “Memorabilia: o IFSP-Capivari e sua gente” do IFSP-Câmpus Capivari para o 1ª semestre de 2020.,C,extinta,Até final do  1° semestre de 2020,Felipe de Paula Góis Vieira,https://drive.ifsp.edu.br/s/u6hoe6zbliYaCcs,
2020,CPV.0015,02/17/2020,Trata da aprovação do Projeto Institucional “Elaboração de logotipo e inventário visual em comemoração aos 10 anos do Câmpus Capivari” do IFSP-Câmpus Capivari para o 1ª semestre de 2020.,C,extinta,Até final do  1° semestre de 2020,Tiago José Berg,https://drive.ifsp.edu.br/s/VFP7pIvJ2kcfFlc,
2020,CPV.0016,02/17/2020,Trata da designação de substituto à função gratificada de Coordenadoria de Tecnologia da Informação do IFSP – Câmpus Capivari.,S,extinta,de 02 à 14 de março de 2020,Washington Ernando Pereira Benício; josé renato paviotti,https://drive.ifsp.edu.br/s/gfBqigJQuosXaDy,
2020,CPV.0017,02/17/2020,Trata da designação de substituto à função gratificada da Coordenadoria de Registros Acadêmicos do IFSP – Câmpus Capivari.,S,extinta,de 03 à 13 de março de 2020,Maria Heloísa Saraiva Vicente; grazielle cistine Elias,https://drive.ifsp.edu.br/s/SfsP0LA5FIaLfML,
2020,CPV.0018,02/17/2020,Trata da aprovação do Projeto Institucional “Grupo de Sistematização do Projeto de Inovação da Licenciatura em Química” do IFSP-Câmpus Capivari para o 1ª semestre de 2020.,C,Alterada pela portaria nº CPV.0084/2020,Até final do  1° semestre de 2020,"Carlos Fernando Barboza Da Silva; Debora De Andrade Penteado Forchetti;Ione Arsenio Da Silva;Karina Silvia Matos;Marcel De Assis Roque;Marcelo Simplicio De Lyra;Roberto Bineli Muterle;Thalita Arthur;Valéria Scomparim;",https://drive.ifsp.edu.br/s/BC9y7vHQxiDK7vj,
2020,CPV.0019,02/26/2020,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 01.712/2020 do IFSP-Câmpus Capivari.(MV CLEAN - LIMPEZA)",F,Alterada pela portaria CPV.0043/2020,Até o fim do contrato ou de sua garantia quando houver,"Gilberto Bulgraen Junior;Eduardo Camargo Maia ;Danusa Conceição ;Zenilton José da Rocha",https://drive.ifsp.edu.br/s/Xm7Cpa09Ag6K8QY,
2020,CPV.0020,02/26/2020,Trata da designação dos fiscais do Contrato 01.712/2019 do IFSP-Câmpus Capivari.(NUTRIMAX),F,vigente,Até o fim do contrato ou de sua garantia quando houver,Ana Carla Dantas Midoes ; Jaqueline Tatiane Pereira ,https://drive.ifsp.edu.br/s/7ICY3EYhjjy7IBe,Altera CPV.0010/2019
2020,CPV.0021,02/27/2020,Trata da designação de substituto à função gratificada da Coordenadoria de Contabilidade e Finanças do IFSP – Câmpus Capivari.,S,extinta,de 02 à 13 de março de 2020,Valéria da Silva Martins Poletti; Luciana Martins gatti,https://drive.ifsp.edu.br/s/09lhlfRnmPEXKJd,
2020,CPV.0022,03/02/2020,Trata da composição da Comissão Organizadora da Semana da Mulher do IFSP-Câmpus Capivari.,C,extinta,sem mandato expresso,"Francine Maria Ribeiro ;Beatriz Simonaio Birelli Falco;Bruna Carolina Rodrigues da Cunha;Caroline Domingues Porto do Nascimento Barbieri;Cristiane Nascimento Rodrigues;Fabiana Bigaton Tonin;Felipe de Paula Góis Vieira;Gianna Andréia Ferreira Gobbi Spadote;Gustavo Matarazzo Rezende;Irlla Karla dos Santos Diniz;Maria Amélia Ferracciú Pagotto;Michele Cristina dos Santos;",https://drive.ifsp.edu.br/s/retrUzKGfFwA3vZ,
2020,CPV.0023,03/02/2020,Trata da composição da Comissão eleitoral do IFSP-Câmpus Capivari para condução do processo de eleições de representantes técnico-administrativos para completar a composição do Conselho de Câmpus.,C,extinta,até o final do processo eleitoral,"André Castilho Garcia;Leticia Pedroso Ramos;Renan Giollo Francisco;Rodrigo Scontre;",https://drive.ifsp.edu.br/s/6VTprY5pihzohNw,
2020,CPV.0024,03/02/2020,Trata da Designação de membro da Comissão Avaliadora de Projetos de Ensino para Seleção de Bolsas Discentes 2020 do IFSP Câmpus Capívari.,C,extinta,até o final do processo de seleção,"Leticia Pedroso Ramos ;Ana Carla Dantas Midões;Gustavo Matarazzo Rezende;Maria Elisa de Castro Almeida",https://drive.ifsp.edu.br/s/LVGh79QAhAZh8ye,
2020,CPV.0025,03/02/2020,Trata da designação dos membros da Comissão Anual de Alienação e Outras Formas de Desfazimento de Bens Inservíveis do IFSP-Câmpus Capivari.,C,extinta, Até 31 de dezembro de 2020.,"Eduardo Camargo Maia – Presidente;Gilberto Bulgraen Junior;Izabel Maria Barral Teixeira;Júnio Rodrigues de Oliveira",https://drive.ifsp.edu.br/s/tltPBlV5JGAHkvg,Altera CPV.0010/2020
2020,CPV.0026,03/03/2020,Trata da aprovação do Código Eleitoral para as eleições para as vagas remanescentes de represen-tantes técnico-administrativos no CONCAM do IFSP-Câmpus Capivari para o mandato 2020-2021.,C,extinta,Até o final do processo Eleitoral,,https://drive.ifsp.edu.br/s/dhrb5BUff2lMoMX,
2020,CPV.0027,03/04/2020,Trata da aprovação do Projeto Institucional “Preparação dos Novos Kits Experimentais para as Aulas Práticas de Física” do IFSP-Câmpus Capivari para o 1ª semestre de 2020.,C,extinta,Até final do  1° semestre de 2020,"Cleidson Santiago de Oliveira;Elizabeth Machado Baptestini Andrade",https://drive.ifsp.edu.br/s/kp6Gr0qu4tzuRir,
2020,CPV.0028,03/04/2020,Trata da aprovação do Projeto Institucional “Clube de Vexilologia” do IFSP-Câmpus Capivari para o 1ª semestre de 2020.,C,extinta,Até final do  1° semestre de 2020,Tiago José Berg,https://drive.ifsp.edu.br/s/0kE9zggWaedyqUi,
2020,CPV.0029,03/06/2020,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC)Técnico em Química Concomitante/Subsequente do IFSP-Câmpus Capivari.,C,Alterada pela portaria nº CPV.0074/2020,até a formatura da primeira turma do novo currículo do curso a ser proposto.,"Maria Elisa de Castro Almeida ;André Castilho Garcia ;Gianna Andréia Ferreira Gobbi Spadote ;Gislaine Vieira Damiani ;Gustavo Baptistella Leite da Silva;Isabel Cristina das Chagas Oliveira ;Luís Eduardo Pais dos Santos;Maria Amélia Ferracciú Pagotto",https://drive.ifsp.edu.br/s/HuJQl2yJUX69anq,Altera CPV.0118/2018; 0043/2018; 0021/2017; 0005/2016; 
2020,CPV.0030,03/06/2020,Trata da designação dos membros da Comissão para Elaboração e Acompanhamento do Projeto Político Pedagógico do IFSP - Câmpus Capivari.,C,Alterada pela portaria nº CPV.0108/2020,sem mandato expresso,"Isabel Cristina das Chagas Oliveira;Carlos Fernando Barboza da Silva;Everton Pereira Barbosa;Fabiana Bigaton Tonin;Gianna Andréia Ferreira Gobbi Spadote;Maria Amélia Ferracciú Pagotto;Talita Barbosa Plantcoski Bulgraen",https://drive.ifsp.edu.br/s/4r0kUBCbxET7thK,Altera CPV.0074/2019; 0046/2018; 0071/2017; 0033/2017; 0104/2016; 
2020,CPV.0031,03/06/2020,"Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Administração Integrado ao Ensino Médio, modalidade Educação de Jovens e Adultos do IFSP - Câmpus Capivari.",C,Alterada pela Portaria n CPV.0075/2020,até a formatura da primeira turma do novo currículo do curso a ser proposto.,"Fleides Teodoro de Lima ;Carlos Roberto Paviotti ;Fernando Cesar Russo Gomes ;Flávio Henrique Ferraresi;Francisco Aulísio dos Santos Paiva ;Gianna Andréia Ferreira Gobbi Spadote;Gustavo Matarazzo Rezende ;Igor Vasconcelos Nogueira ;Isabel Cristina das Chagas Oliveira ;Leticia Pedroso Ramos ;Marcelo Simplício de Lyra ;Maria Amélia Ferracciú Pagotto –;Talita Barbosa Plantcoski Bulgraen ;Valdir Antonio Vitorino Filho;",https://drive.ifsp.edu.br/s/CCzbtni1O3fp5nt,
2020,CPV.0032,03/06/2020,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química Integrado ao Ensino Médio do IFSP-Câmpus Capivari.,C,Alterada pela Portaria n CPV.067/2020,encerra com a formatura da primeira turma do novo curriculo a ser proposto,"Maria Elisa de Castro Almeida;Aderbal Almeida Rocha ;  André Castilho Garcia;Carolina Marocco Corneta;Cleidson Santiago de Oliveira ;Fabiana Bigaton Tonin ;Flávio Henrique Ferraresi ;Felipe de Paula Góis Vieira;Gianna Andréia Ferreira Gobbi Spadote ;Gustavo Matarazzo Rezende ;Irlla Karla dos Santos Diniz;Isabel Cristina das Chagas Oliveira ;Luís Eduardo Pais dos Santos ;Maria Amélia Ferracciú Pagotto;Sheila Pasqualotto ;",https://drive.ifsp.edu.br/s/f3D6GnPLurpHXxF,Altera CPV.0086/2019; 0067/2019; 0026/2019
2020,CPV.0033,03/06/2020,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,Alterada pela Portaria n CPV.066/2020,encerra com a formatura da primeira turma do novo curriculo a ser proposto,"Flávio Henrique Ferraresi ;Bruna Carolina Rodrigues da Cunha ;Edivaldo Serafim ;Fabiana Bigaton Tonin;Gianna Andréia Ferreira Gobbi Spadote ;Isabel Cristina das Chagas Oliveira ;Karlan Ricomini Alves ;Maria Elisa de Castro Almeida ;Rolando Ruggiero ;",https://drive.ifsp.edu.br/s/5aoJSBq8CCNoYV7,Altera CPV.0131/2019; 0084/2019; 0027/2019; 0118/2018; 0043/2018; 0021/2017; 0005/2016.
2020,CPV.0034,03/06/2020,Trata da designação dos membros da Comissão para Avaliação de Atividade Docente - CAAD de Ciências Humanas e Sociais do IFSP - Câmpus Capivari.,C,extinta,até 18 de maio de 2020,"Francine Maria Ribeiro ;Felipe de Paula Góis Vieira;Maria Amélia Ferracciú Pagotto;Tiago José Berg",https://drive.ifsp.edu.br/s/ilFedJ1HEfv2Asm,Altera CPV.0059/2019; 0088/2018
2020,CPV.0035,03/06/2020,Trata da designação dos membros da Comissão para Avaliação de Atividade Docente – CAAD de Linguagens do IFSP – Câmpus Capivari.,C,extinta,até 18 de maio de 2020,"Irlla Karla dos Santos Diniz;Fabiana Bigaton Tonin;Marcel de Assis Roque",https://drive.ifsp.edu.br/s/DHWUQbqtzSYdngp,Altera CPV.0133/2019; 0086/2018
2020,CPV.0036,03/06/2020,Trata da designação dos membros da Comissão para Avaliação de Atividade Docente-CAAD de Informática do IFSP-Câmpus Capivari.,C,extinta,até 18 de maio de 2020,"Rolando Ruggiero;Vitor Brandi Junior;Wagner Machado do Amaral",https://drive.ifsp.edu.br/s/tOCEjUnu8IREPBn,Altera CPV.0089/2018
2020,CPV.0037,03/06/2020,Trata da designação dos membros da Comissão Local de Permanência e Êxito dos Estudantes do IFSP - Câmpus Capivari.,C,Alterada pela portaria nº CPV.0083/2020,sem mandato expresso,"Leticia Pedroso Ramos;Beatriz Simonaio Birelli Falco;Carlos Fernando Barboza da Silva;Flávio Henrique Ferraresi;Fleides Teodoro de Lima;Gustavo Baptistella Leite da Silva;Gustavo Matarazzo Rezende;Maria Elisa de Castro Almeida;Maria Heloisa Saraiva Vicente;Mateus Nordi Esperança;Pedro Henrique Alcântara da Silva;Rafael Fernando Diorio;Thalita Arthur;",https://drive.ifsp.edu.br/s/lE0A0MPpKT1zH27,Altera CPV.0163/2019; 0082/2019; 156/2018;0052/2018; 0116/2017
2020,CPV.0038,03/10/2020,Trata da composição da Comissão Local de Elaboração do Plano de Desenvolvimento Institucional 2019-2023 do IFSP-Câmpus Capivari.,C,Alterada pela portaria nº CPV.0088/2020,sem mandato expresso,"Leticia Pedroso Ramos - Presidente; Valdir Antonio Vitorino Filho;Maria Elisa de Castro Almeida; Rodrigo Scontre;Gilberto Bulgraen Junior",https://drive.ifsp.edu.br/s/YD2Ei94ZmBw8QWy,Altera CPV.0184/2017
2020,CPV.0039,03/10/2020,Trata da designação dos membros da Comissão Verificadora de Aproveitamento de Estudos do Curso de Análise e Desenvolvimento de Sistemas do IFSP – Câmpus Capivari.,C,vigente,sem mandato expresso,"Rafael Fernando Diorio;Rafael Wendel Pinheiro",https://drive.ifsp.edu.br/s/U2eZJDKa9DFP4oY,Altera CPV.0064/2019; 008/2018
2020,CPV.0040,03/10/2020,Trata da designação de orientadores de estágio curricular do Curso de Licenciatura em Química do IFSP-Câmpus Capivari.,C,Alterada pela Portaria nº CPV. 0122/2020,sem mandato expresso,"Carlos Fernando Barboza da Silva;Karina Silva Matos;Thalita Arthur;Valéria Scomparim",https://drive.ifsp.edu.br/s/sXIwHFqdveMPmER,Altera CPV.0136/2018
2020,CPV.0041,03/10/2020,Trata da designação dos membros da Comissão de Relações Internacionais do IFSP – Câmpus Capivari.,C,Alterada pela Portaria nº CPV.0065/2020,sem mandato expresso,"Vitor Brandi Junior;Alexandre Camargo Maia",https://drive.ifsp.edu.br/s/Vy27EIfQkoxP2VI,Altera CPV.0089/2019; 0051/2018;  0114/2017; 0027/2015; 2.157/2014; 861/2014
2020,CPV.0042,03/10/2020,"Trata da composição do Comitê de Pesquisa, Inovação e Pós-Graduação (COMPESQ) do IFSP-Câmpus Capivari.",M,Alterada pela Portaria nº CPV.0033/2021,até 25 de junho de 2021,"Gustavo Matarazzo Rezende;Juscelino Pereira de Souza  ;Mauro Vanderlei de Amorim ;Rafael Fernando Diorio ;Roberto Bineli Muterle ;Valdir Antonio Vitorino Filho ",https://drive.ifsp.edu.br/s/45dJrJjbMQLSKqu,Altera CPV.0101/2019
2020,CPV.0043,03/10/2020,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 01.712/2020 do IFSP-Câmpus Capivari.(MV CLEAN - LIMPEZA)",F,Alterada pela Portaria nº CPV.0105/2021,até a vigência do contrato ou de sua garantia quando houver,"Gilberto Bulgraen Junior;Eduardo Camargo Maia ;Mateus Henrique Messias;Zenilton José da Rocha",https://drive.ifsp.edu.br/s/yK4jWorJn0NJCFC,Altera CPV.0019/2020
2020,CPV.0044,03/10/2020,Trata da designação dos membros da Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar do IFSP – Câmpus Capivari.,C,Alterada pela Portarian° CPV.0179/2020,sem mandato expresso,"Leticia Pedroso Ramos ;Antonio Carlos da Silva Bomfim;Beatriz Simonaio Birelli Falco ;Carolina Marocco Corneta ;César Eduardo Armelin ;Eduardo Camargo Maia ;Flávio Henrique Ferraresi ;Gilberto Bulgraen Junior ;Rodrigo Scontre;Viviane Garcia de Barros Silva ",https://drive.ifsp.edu.br/s/qM2Rvi27RDTnLwc,Altera CPV.0068/2019
2020,CPV.0045,03/10/2020,Trata da nomeação dos membros da Comissão para Estudo de Viabilidade da Oferta de Curso de Pós-Graduação na Área de Educação em Ciências do IFSP – Câmpus Capivari.,C,Alterada pela Portarian° CPV.0078/2020,apresentação dos resultados até 31 de março de 2020,"Ione Arsênio da Silva;Flávio Henrique Ferraresi;Gislaine Vieira Damiani;Mauro Vanderlei de Amorim;Thalita Arthur",https://drive.ifsp.edu.br/s/0TF0hA7AbLGmWPQ,Altera CPV.0139/2019
2020,CPV.0046,03/10/2020,Trata da nomeação dos membros da Comissão para Estudo de Viabilidade da Oferta de Curso de Pós-Graduação na Área de Linguagens do IFSP – Câmpus Capivari.,C,extinta,apresentação dos resultados até 31 de março de 2020,"Marcel de Assis Roque;Fabiana Bigaton Tonin;Juscelino Pereira de Souza",https://drive.ifsp.edu.br/s/4tFBJf28Eabvf4S,Altera CPV.0140/2019
2020,CPV.0047,03/10/2020,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Recursos Humanos Concomitante/Subsequente do IFSP - Câmpus Capivari.,C,Alterada pela Portaria nº CPV.0120/2020,encerra com a formatura da primeira turma do curso ,"Igor Vasconcelos Nogueira ;Fernando Cesar Russo Gomes ;Fleides Teodoro de Lima ;Gustavo Baptistella Leite da Silva ;Gustavo Matarazzo Rezende ;Isabel Cristina das Chagas Oliveira ;Juscelino Pereira de Souza ;Leticia Pedroso Ramos ;Valdir Antonio Vitorino Filho;",https://drive.ifsp.edu.br/s/occ1QKrsALNjZit,Altera CPV.0155/2019; 0087/2019; 00161/2018; 0106/2018; 0030/2018
2020,CPV.0048,03/10/2020,Trata da designação de membros à equipe de planejamento para avaliação da contratação de soluções de tecnologia da informação voltadas à simulação de jogos empresariais para os componentes curriculares da área de Gestão do IFSP - Câmpus Capivari.,C,revogada pela portaria n° CPV.0026/2021,sem mandato expresso,"Igor Vasconcelos Nogueira;Antonio Carlos da Silva Bonfim;Eduardo Camargo Maia;Gustavo Matarazzo Rezende;Larissa Carvalho Alves;Valdir Antonio Vitorino Filho;",https://drive.ifsp.edu.br/s/9NJMtJ5bH8gVgoD,
2020,CPV.0049,03/10/2020,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da Área Pedagógica do IFSP-Câmpus Capivari.,C,Alterada pela portaria nº CPV.0100/2020,sem mandato expresso,"Everton Pereira Barbosa;Fernando Cesar Russo Gomes;Isabel Cristina das Chagas Oliveira;Juscelino Pereira de Souza;Talita Barbosa Plantcoski Bulgraen;",https://drive.ifsp.edu.br/s/iAJhmBeEI9ail60,Altera CPV.0045/2018; 0036/2017; 0019/2017; 0152/2016; 0136/2016; 0002/2016; 0125/2015
2020,CPV.0050,03/10/2020,Trata da designação dos membros do Núcleo de Apoio às Pessoas com Necessidades Educacionais Específicas – NAPNE do IFSP-Câmpus Capivari.,M,Alterada pela portaria nº CPV.0073/2020,"Representante e do Secretário do NAPNE do IFSP Câmpus Capivari encerra-se em 15 de agosto de 2020, podendo haver recondução por mais 1 (um) mandato de igual período","Juscelino Pereira de Souza;Francisco Aulísio dos Santos Paiva;Beatriz Simonaio Birelli Falco;Erick Alves Santos;Gianna Andréia Ferreira Gobbi Spadote;Guilherme Henrique Inocêncio;Grazielle Cristine Elias;Isabel Cristina das Chagas Oliveira;Ivana Lopes de Oliveira;Marcel de Assis Roque;Maria Heloisa Saraiva Vicente;Mayumi Silva Kawamoto;Roberta Pereira Pires;Rubia Dias Adão;	Talita Barbosa Plantcoski Bulgraen",https://drive.ifsp.edu.br/s/M0ksOZ1EXYODAQj,Altera CPV.0181/2019; 0162/2019; 0134/2019; 0028/2019; 0159/2018; 0133/2018; 0055/2018; 0129/2017; 0086/2017; 0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015;0032/2015/2015; 4224/2014
2020,CPV.0051,03/10/2020,Trata da designação dos membros da Brigada de Incêndio do IFSP – Câmpus Capivari.,C,Alterada pela Portaria nº CPV. 0123/2020,sem mandato expresso,"Cleidson Santiago de Oliveira;Gilberto Bulgraen Junior;Adilson Moreira de Souza;Alexandre Camargo Maia;André Castilho Garcia;Antonio Carlos da Silva Bomfim;Carolina Marocco Corneta;Debora de Andrade Penteado Forchetti;Gustavo Baptistella Leite da Silva;Izabel Maria Barral Teixeira;João Batista de Medeiros;Larissa Aparecida Gatti;Leticia Pedroso Ramos;Lucas Bonetti;Luís Eduardo Pais dos Santos;Micael Douglas Diniz;Michele Pereira de Faria;Renan Giollo Francisco;Vitor Brandi Junior;Washington Ernando Pereira Benício;",https://drive.ifsp.edu.br/s/qCY8UfJMS9xa12Z,Altera CPV.0194/2019; 0176/2019; 0077/2019; 069/2018
2020,CPV.0052,03/11/2020,Trata da designação dos membros da Comissão Organizadora da Festa Caipira 2020 do IFSP - Câmpus Capivari.,C,extinta,A festa realizar-se-á no dia 20 de junho de 2020,"Irlla Karla dos Santos Diniz;Flávio Henrique Ferraresi;Francine Maria Ribeiro;Luciana Martins Gatti;Roberta Pereira Pires;Rúbia Dias Adão;Sheila Pasqualotto ;",https://drive.ifsp.edu.br/s/Lrz4CxICzJApxwN,
2020,CPV.0053,03/11/2020,Trata da designação dos membros da Comissão Organizadora da V Jornada de Estudos em Computação do IFSP-Câmpus Capivari.,C,extinta,A V Jornada de Estudos em Computação realizar-se-á nos dias 11 a 13 de maio de 2020.,"Rafael Fernando Diorio;Rafael Wendel Pinheiro;Vitor Brandi Junior",https://drive.ifsp.edu.br/s/EKpVjp2jLxg3Ntv,
2020,CPV.0054,03/11/2020,"Trata da designação dos membros da Comissão Organizadora da II Semana de Linguagens, Arte e Cultura do IFSP-Câmpus Capivari.",C,extinta,"A II Semana de Linguagens, Arte e Cultura realizar-se-á nos dias 08 a 11 de setembro de 2020.","Irlla Karla dos Santos Diniz;Cassiano de Almeida Barros;Fabiana Bigaton Tonin;Luciana Martins Gatti;Marcel de Assis Roque;Renato Aparecido Lopes",https://drive.ifsp.edu.br/s/PElxF0mSYnFF8mO,
2020,CPV.0055,03/11/2020,Trata da designação dos membros da Comissão Organizadora da VIII Semana de Ciência e Tecnologia do IFSP – Câmpus Capivari.,C,Alterada pela portaria nº CPV.0080/2020,A VII Semana de Ciência e Tecnologia realizar-se-á no período de 26 a 31 de outubro de 2020.,"Vitor Brandi Junior;Carolina Marocco Corneta;Cleidson Santiago de Oliveira;Elizabeth Machado Baptestini Andrade;Felipe de Paula Góis Vieira;Ivana Lopes de Oliveira;Luciana Martins Gatti;Sheila Pasqualotto",https://drive.ifsp.edu.br/s/d5vggRme44Qdf56,
2020,CPV.0056,03/11/2020,Trata da designação dos membros da Comissão de Educação a Distância do IFSP – Câmpus Capivari.,C,Alterada pela portaria nº CPV.0042/2021,sem mandato expresso,Leticia Pedroso Ramos;Bruna Carolina Rodrigues da Cunha;Fleides Teodoro de Lima;Gislaine Vieira Damiani;Igor Vasconcelos Nogueira;Ione Arsenio da Silva;Rafael Fernando Diorio;Rafael Wendel Pinheiro;Rúbia Dias Adão;Valdir Antonio Vitorino Filho;,https://drive.ifsp.edu.br/s/UAbErzF6qEfZLmw,
2020,CPV.0057,03/11/2020,"Trata da designação dos membros da Comissão Organizadora da Mostra de Pesquisa, Ensino e Extensão do IFSP – Câmpus Capivari.",C,revogada pela portaria 113/2022,sem mandato expresso,"Alexandre Camargo Maia;Ana Carla Dantas Midões;Gustavo Baptistella Leite da Silva;Leticia Pedroso Ramos",https://drive.ifsp.edu.br/s/bvDDdBypVgSwRvS,
2020,CPV.0058,03/11/2020,Trata da designação dos membros da Comissão Organizadora da VII Semana da Consciência Negra do IFSP – Câmpus Capivari.,C,Alterada pela portaria nº CPV.0079/2020,A VII Semanada Consciência Negra do IFSP – Câmpus Capivari realizar-se-á no período de 16 a 19 de novembro de 2019,"Felipe de Paula Góis Vieira (presidente);Isabel Cristina das Chagas Oliveira;Luís Eduardo Pais; dos Santos;Maria Amélia Ferracciú Pagotto;Tiago José Berg",https://drive.ifsp.edu.br/s/xXhEOjYoUZGn8sS,
