ano,numero,publicacao,assunto,classificacao,situacao,validade,servidores,link,alteracao
2018,CPV.0027,02/28/2018,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos - Algoritmos e Programação,C,"Revogada pela Portaria nº CPV.0099/2018, de 27 de junho de 2018",,,https://drive.ifsp.edu.br/s/9pH0oPzKY7bnv7r,
2018,CPV.0028,02/28/2018,Trata da composição da comissão eleitoral do IFSP-Câmpus Capivari para condução do processo de eleições de conselheiros do Conselho de Câmpus,M,extinta,,,https://drive.ifsp.edu.br/s/kTiwXkxdtuv56QI,
2018,CPV.0029,03/01/2018,Trata da designação de substituto à função de Coordenador de Contabilidade e Finanças,S,extinta,20 a 29/03/2018,,https://drive.ifsp.edu.br/s/sp5ywnhqxj7eZqO,
2018,CPV.0030,03/08/2018,Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em recursos Humanos Concomitante/Subsequente,C,"Alterada pela Portaria nº CPV.0106/2018, de 25 de julho de 2018",,,https://drive.ifsp.edu.br/s/sY7diKy5FsQjPt7,
2018,CPV.0031,03/08/2018,Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,"Alterada pela Portaria nº CPV.0073/2018, de 09 de abril de 2018. Revogada pela Portaria nº CPV.0141/2018, de 03 de setembro de 2018",Representantes docentes e dos pedagogos e técnicos em assuntos educacionais inicia-se em 28/07/2016 e encerra-se em 27/07/2018. Representantes discentes inicia-se em 11/08/2017 e encerra-se em 10/08/2018,,https://drive.ifsp.edu.br/s/lZ7OmokiWajUtr7,Altera CPV. 0006/2018
2018,CPV.0032,03/08/2018,Revogação de Portaria,R,extinta,,,https://drive.ifsp.edu.br/s/8h6jEJDn99grxG1,Revoga CPV.099/2017
2018,CPV.0033,03/08/2018,Trata da designação de substituto à função gratificada de Coordenador de Licitações e Contratos,S,extinta,19 a 29 de março de 2018,,https://drive.ifsp.edu.br/s/TJnTuXn54FUTcyb,
2018,CPV.0034,03/12/2018,Fiscais de contrato 003/2015 - Xerografia Informática Ltda - EPP (Reprografia),F,revogada pela portaria nº CPV.0137/2019,,,https://drive.ifsp.edu.br/s/qOmlhfzO7T0N1kZ,Altera CPV. 0009/2016; 0017/2015
2018,CPV.0035,03/12/2018,Trata da designação dos fiscais do Contrato 004.712/2017 do IFSP-Câmpus Capivari (Internet),F,"Alterada pela Portaria nº CPV.0015/2019, de 11 de fevereiro de 2019",,,https://drive.ifsp.edu.br/s/IzKsGBHpbWYvcPv,Altera CPV. 0087/2017;0149/2016;0119/2016; 0046/2016; 0028/2016; 0015/2016; 0015/2016; 0095/2015
2018,CPV.0036,03/12/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Espaço Mind Hacker,C,extinta,,,https://drive.ifsp.edu.br/s/sYxYKNgBtn9rhFb,
2018,CPV.0037,03/12/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Criação e Divulgação de Materiais Institucionais para o Ensino de Física,C,extinta,,,https://drive.ifsp.edu.br/s/Dk6vd2NKhosmXR1,
2018,CPV.0038,03/12/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Implementação do Selo de Qualidade do CRQ para o Curso Técnico em Química,C,extinta,,,https://drive.ifsp.edu.br/s/YbRjPU8zRNUXQyf,
2018,CPV.0039,03/12/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Grupo de Sistematização de Projeto de Inovação na Licenciatura em Química,C,extinta,,,https://drive.ifsp.edu.br/s/b4XHQW53CptMxYO,
2018,CPV.0040,03/13/2018,"Trata da aprovação do Código Eleitoral para as eleições complementares dos representantes discentes, docentes e técnico-administrativos no CONCAM do IFSP-Câmpus Capivari para o mandato 2017-2019",C,extinta,,,https://drive.ifsp.edu.br/s/zX9iSUsmIiwhpTF,
2018,CPV.0041,03/13/2018,Trata da designação dos membros da Comissão de Comunicação,C,Alterada pela portaria n° CPV.0091/2019,,,https://drive.ifsp.edu.br/s/fb5xaWPgLoJ3Ze8,Altera CPV. 0003/2017; 0091/2016
2018,CPV.0042,03/13/2018,Comissão para elaboração e implementação do Projeto Pedagógico do Curso (CEIC) de Pós-graduação Lato Sensu em Tecnologias da Informação e Comunicação Aplicadas na Educação do IFSP-Câmpus Capivari,C,Revogada pela Portaria 113/2022,,"Thalita Arthur;Alexandre Mauro Bragion;Carlos Roberto Paviotti;Daniel Aparecido de Souza;Dildo Pereira Brasil;Francisco Carlos Monteiro Souza;Gianna Andréia Ferreira Gobbi Spadote;Ione Arsenio da Silva;Isabel Cristina das Chagas Oliveira;Maria Elisa de Castro Almeid",https://drive.ifsp.edu.br/s/r3jezsvabl5PyAk,Altera CPV. 0017/2017; 0097/2016; 0057/2016
2018,CPV.0043,03/13/2018,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química Concomitante/Subsequente,C,"Alterada pela Portaria nº CPV.0118/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/l9EDSQ3DrGvtRhr,Altera CPV. 0021/2017; 0005/2016
2018,CPV.0044,03/13/2018,Comissão de Eventos e Atividades,C,Alterada pela portaria nº CPV.0073/2019,,,https://drive.ifsp.edu.br/s/dzEi4SoPttGVMAJ,Altera CPV. 0025/2017; 0051/2016
2018,CPV.0045,03/13/2018,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da Área Pedagógica,C,Alterada pela portaria n° CPV.0049/2020,,,https://drive.ifsp.edu.br/s/4ENl8ofBI6LmWGW,Altera CPV. 0036/2017; 0019/2017; 0152/2016; 0136/2016; 0002/2016; 0125/2015
2018,CPV.0046,03/13/2018,Comissão para elaboração do Projeto Político Pedagógico,C,Alterada pela portaria n° CPV.0077/2019,,,https://drive.ifsp.edu.br/s/vwq1ncQeOBqnwcY,Altera CPV. 0071/2017; 0033/2017; 0104/2016; 0037/2016; 130/2015; 0091/2015; 0059/2015; 0007/2015; 0023/2014; 4384/2014
2018,CPV.0047,03/13/2018,Comissão para elaboração e implementação do Projeto Pedagógico do Programa Especial de Formação de Docentes do IFSP-Câmpus Capivari,C,revogada pela portaria nº CPV.0061/2020,,,https://drive.ifsp.edu.br/s/crxKwQGDMa6JBne,Altera CPV. 0080/2017; 0020/2017; 0158/2016; 116/2016; 0106/2016
2018,CPV.0048,03/13/2018,Comissão Local do PDI,C,extinta,,"Maria Elisa de Castro Almeida - Presidente;Flávio Henrique Ferraresi;Mayara Roque da Silva;Helen Glaucia Stefanelli;Leticia Pedroso Ramos;Michele Pereira de Faria;Renan Giollo Francisco;Isabel Cristina das Chagas Oliveir",https://drive.ifsp.edu.br/s/9Bw9YdoAGwbiHIA,Altera CPV. 0081/2017; .0086/2015; 0084/2015
2018,CPV.0049,03/13/2018,Trata da designação dos membros da comissão de avaliação periódica dos serviços da cantina,C,revogada pela portaria 113/2022,,"Ana Carla Dantas Midões ;Glauciane Gomes da Cunha; Karla Renata Pereira Pires;Laiane Stefanie Oliveira Nunes",https://drive.ifsp.edu.br/s/3l4h7mJLvwOS6RU,Altera CPV. 0097/2017
2018,CPV.0050,03/13/2018,Comissão para Elaboração e Implementação do Projeto Pedagógico do Programa Universidades da Maturidade do IFSP-Câmpus Capivari,C,Alterada pela portaria nº CPV. 0075/2019,,,https://drive.ifsp.edu.br/s/po6DZyBbn7HVOTP,Altera CPV. 0107/2017
2018,CPV.0051,03/13/2018,Trata da designação dos membros da Comissão de Relações Internacionais,C,Alterada pela portaria nº CPV00.89/2019,,,https://drive.ifsp.edu.br/s/ymad2fc72pMTjXF,Altera CPV. 0114/2017; 0027/2015; 2.157/2014; 861/2014
2018,CPV.0052,03/13/2018,Trata da designação dos membros da Subcomissão para Permanência e Êxito dos Estudantes do IFSP-Câmpus Capivari,C,"Alterada pela Portaria nº CPV.0156/2018, de 01 de novembro de 2018",,,https://drive.ifsp.edu.br/s/j5WhwFpWLA8lJXX,Altera CPV. 0116/2017
2018,CPV.0053,03/13/2018,Comissão para Estudo para Implantação de Empresa Júnior,C,"Alterada pela Portaria nº CPV.0121/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/bzAPRDrtb28zfSN,Altera CPV. 0122/2017; 0115/2017; 0088/2017
2018,CPV.0054,03/13/2018,Comissão para Estudo de Viabilidade da Ofera de Curso de Engenharia Química,C,extinta,7/31/2018,,https://drive.ifsp.edu.br/s/9qpEBTvmwQdS0AT,Altera CPV. 0128/2017
2018,CPV.0055,03/13/2018,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),M,"Alterada pela Portaria nº CPV.0133/2018, de 16 de agosto de 2018",,,https://drive.ifsp.edu.br/s/4ajmYy0iEhTlU7J,Altera CPV. 0129/2017; 0086/2017; 0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015; 0032/2015
2018,CPV.0056,03/13/2018,Comissão para elaboração do Projeto Pedagógico do Curso Técnico em Administração Integrado ao Ensino Médio na modalidade Educação de Jovens e Adultos,C,"Alterada pela Portaria nº CPV.0107/2018, de 25 de julho de 2018",,,https://drive.ifsp.edu.br/s/Xx1XUa6GlX5xkKR,Altera CPV. 0158/2017; 0037/2017; 0130/2016; 0024/2016; 0006/2015
2018,CPV.0057,03/13/2018,Trata da designação dos membros da Comissão de Extensão,C,"Alterada pela Portaria nº CPV.0116/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/HhsuqqIc3xBzX0F,Altera CPV. 0182/2017; 0118/2017; 0043/2017; 0043/2016; 0003/2016; 0132/2015
2018,CPV.0058,03/13/2018,Comissão Própria de Avaliação-CPA,M,extinta,"02 anos, contados da publicação pela reitoria",,https://drive.ifsp.edu.br/s/yomeJWSwuqwfxsQ,Altera CPV. 0119/2017; 0063/2016
2018,CPV.0059,03/13/2018,Trata da designação dos membros da Comissão Organizadora da VI Semana de Ciência e Tecnologia,C,"Alterada pela Portaria nº CPV.0115/2018, de 08 de agosto de 2018",22 a 27 de outubro de 2018,,https://drive.ifsp.edu.br/s/LCKer6KethyiF3P,
2018,CPV.0060,03/13/2018,Trata da designação dos membros da Comissão Organizadora da IV Semana da Consciência Negra,C,extinta,21 a 24 de novembro de 2018,,https://drive.ifsp.edu.br/s/OgfJRZxtn8xVaue,
2018,CPV.0061,03/13/2018,Trata da designação dos membros da Comissão Organizadora da Festa Caipira 2018,C,extinta,16 de junho de 2018,,https://drive.ifsp.edu.br/s/6PU57cDx1Ob5f7G,
2018,CPV.0062,03/13/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Você no Futuro,C,"Alterada pela Portaria nº CPV.0075/2018, de 09 de abril de 2018",,,https://drive.ifsp.edu.br/s/RdCA0SpZl3grMSg,
2018,CPV.0063,03/15/2018,Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Química Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0081/2018, de 08 de maio de 2018",,,https://drive.ifsp.edu.br/s/0HKrBiXT0l8abat,
2018,CPV.0064,03/15/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Orientação para o Ensino Médio,C,extinta,,,https://drive.ifsp.edu.br/s/eXmOD1mjrQO64Ls,
2018,CPV.0065,03/16/2018,Desfazimento de bens,M,extinta,3/15/2019,,https://drive.ifsp.edu.br/s/BDobGBb36I0NFv2,
2018,CPV.0066,03/23/2018,Comissão de Redação de Proposta de Regulamento Interno do Inventário,C,extinta,,,https://drive.ifsp.edu.br/s/h7D6ZKtiuq4N7tV,
2018,CPV.0067,03/28/2018,Comissão de Políticas de Manutenção e Conservação,C,Alterada pela portaria n° CPV. 0076/2019,,,https://drive.ifsp.edu.br/s/Cz4KvKaaW5nHjgZ,
2018,CPV.0068,03/29/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Grupo de Estudos em Redes de Computadores,C,extinta,,,https://drive.ifsp.edu.br/s/KzzfAVOtbkmrniq,
2018,CPV.0069,04/02/2018,Comissão que institui a Brigada de Incêndio,C,Alterada pela portaria nº CPV.0077/2019,,,https://drive.ifsp.edu.br/s/kn0nfdZXD5x7Lzq,Altera CPV. 0169/2017; 0163/2017
2018,CPV.0070,04/04/2018,Trata da designação de substituto à função de Coordenador de Gestão de Pessoas,S,extinta,09 a 18/04/2018,,https://drive.ifsp.edu.br/s/EJ745MbdnnmMtwx,
2018,CPV.0071,04/04/2018,Trata da nomeação dos membros do Conselho de Câmpus,M,"Alterada pela Portaria nº CPV.0108/2018, de 25 de julho de 2018",15/11/2019,,https://drive.ifsp.edu.br/s/eu9qFgoPnPZIhMU,Altera CPV.0024/2018; 0174/2017
2018,CPV.0072,04/04/2018,Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Informática Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0119/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/C3xHneWX0INn8hK,
2018,CPV.0073,04/09/2018,Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,"Alterada pela Portaria nº CPV.0130/2018, de 10 de agosto de 2018. Revogada pela Portaria nº CPV.0141/2018, de 03 de setembro de 2018",Representantes docentes e dos pedagogos e técnicos em assuntos educacionais e discentes encerra-se em 10/08/2018,,https://drive.ifsp.edu.br/s/IW1Cn4DKmMujTRs,Altera CPV.0031/2018; 0006/2018
2018,CPV.0074,04/09/2018,Núcleo Docente Estruturante (NDE) do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,Alterada pela portaria n° CPV.0078/2019,"(Márcio e Rafael Diorio encerra em 08/04/2023) (Adriana e Wagner encerra em 08/04/2022) (Rolando, Matheus e Karlan encerra em 08/04/2021)",,https://drive.ifsp.edu.br/s/DqE7nTvL9m49yru,
2018,CPV.0075,04/09/2018,Trata da aprovação de Projeto Institucional do IFSP-Câmpus Capivari para o 1º semestre de 2018 - Você no Futuro,C,extinta,,,https://drive.ifsp.edu.br/s/RWosfXUrL7a4OjR,ALtera CPV.0062/2018
2018,CPV.0076,04/11/2018,Trata da designação de substituto ao cargo de direção de Diretor Adjunto de Administração,S,extinta,16 a 27/04/2018,,https://drive.ifsp.edu.br/s/R0jkUGMlKctPs1X,
2018,CPV.0077,04/12/2018,Trata da designação de substituto à função gratificada de Coordenador Sociopedagógico,S,extinta,18 a 27/04/2018,,https://drive.ifsp.edu.br/s/M20EWm8QcYeWabx,
2018,CPV.0078,04/16/2018,Núcleo Docente Estruturante (NDE) do Curso Superior de Tecnologia em Processos Químicos,M,Alterada pela portaria nº CPV.0079/2019,(Ademir e Elizabeth encerra em 15/04/2023) (José Ricardo Turquetti e Alexandre Santa Barbara Azevedo encerra em 15/04/2022) (Gustavo e André Peixoto e os suplentes Andreia Cecilio e Everton encerra em 15/04/2021),,https://drive.ifsp.edu.br/s/Ktdn66bZQAC9X4N,
2018,CPV.0079,04/16/2018,Núcleo Docente Estruturante (NDE) do Curso Superior de Licenciatura em Química,M,Alterada pela portaria nº CPV.0097/2021,(Carlos e Luis Eduardo encerra em 15/04/2023) (João Medeiros e Roberto Bineli Muterle encerra em 15/04/2022) (Thalita arthur e os suplentes Ana Carla e Elizabeth encerra em 15/04/2021),"Carlos Fernando Barboza da Silva;João Batista de Medeiros;Luís Eduardo Pais dos Santos;Roberto Bineli Muterle;Thalita Arthur;Ana Carla Dantas Midões – 1º Suplente;Elizabeth Machado Baptestini Andrade – 2º Suplent",https://drive.ifsp.edu.br/s/cYpdsoUS9cfjkm8,
2018,CPV.0080,04/18/2018,Comissão de Reavaliação de Bens Móveis,M,"Alterada pela Portaria nº CPV.0090/2018, de 06 de junho de 2018",31/12/2018,,https://drive.ifsp.edu.br/s/QpZwgR647JYCQyO,
2018,CPV.0081,05/08/2018,Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso Técnico em Química Integrado ao Ensino Médio,C,"Alterada pela Portaria nº CPV.0120/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/HGC4SFHkOk3nHfw,ALtera CPV.0063/2018
2018,CPV.0082,05/10/2018,Trata da designação dos fiscais do Contrato 02.712/2017 do IFSP-Câmpus Capivari (Cantina) - Início em 01/02/2017,F,revogada pela portaria nº CPV.0137/2019,,,https://drive.ifsp.edu.br/s/7PQPkE4kLnnnD5P,ALtera CPV.0011/2017
2018,CPV.0083,05/15/2018,Trata da designação dos fiscais do Contrato 003.712/2018 do IFSP-Câmpus Capivari (Uhlig & Korovsky Tecnologia Ltda-ME),F,extinta,até o fim do contrato,"Gilberto Bulgraen Junior;José Renato Paviotti;Eduardo Camargo Maia;Leticia Pedroso Ramos;Michele Pereira de Faria;Washington Ernando Pereira Benício;César Eduardo Armelin;Rolando Ruggiero",https://drive.ifsp.edu.br/s/ESxlEtycYAicA9x,
2018,CPV.0084,05/22/2018,CAAD - Gestão,M,extinta,5/18/2020,,https://drive.ifsp.edu.br/s/snIDUKyzfj1GbKt,
2018,CPV.0085,05/23/2018,CAAD - Ciências da Natureza,M,extinta,5/18/2020,Elizabeth Machado Baptestini Andrade; Everton Pereira Barbosa; Gislaie Vieira damiani,https://drive.ifsp.edu.br/s/9ky5jsCoso7Y6wA,
2018,CPV.0086,05/23/2018,CAAD - Linguagens,M,Alterada pela Portaria nº CPV.0133/2019,5/18/2020,,https://drive.ifsp.edu.br/s/hxK6FChRNJ7jfwM,
2018,CPV.0087,05/23/2018,CAAD - Química e Educação,M,Alterada pela Portaria nº CPV.0176/2018,5/18/2020,,https://drive.ifsp.edu.br/s/9SKtEfBeSpKAbd0,
2018,CPV.0088,05/23/2018,CAAD - Ciências Humanas e Sociais,M,Alterada pela Portaria n° CPV.0059/2019,5/18/2020,,https://drive.ifsp.edu.br/s/6JvFrzAcsRlzcqR,
2018,CPV.0089,06/05/2018,CAAD - Informática,M,Alterada pela Portaria nº CPV.0036/2020,5/18/2020,,https://drive.ifsp.edu.br/s/QBkAEuLDmq7CgIv,
2018,CPV.0090,06/06/2018,Comissão de Reavaliação de Bens Móveis,M,extinta,31/12/2018,,https://drive.ifsp.edu.br/s/J8DAq2xcShIxkmj,ALtera CPV.0080/2018
2018,CPV.0091,06/06/2018,Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar,C,revogada,revogada pela portaria CPV.0068/2019,,https://drive.ifsp.edu.br/s/cfPYaQj6cz3jelL,
2018,CPV.0092,06/07/2018,Comissão de Matrúcula para Auxílio à Coordenadoria de Registros Acadêmicos,C,"Alterada pela Portaria nº CPV.0097/2018, de 22 de junho de 2018",,,https://drive.ifsp.edu.br/s/9wsICCgbyjC1Oyg,
2018,CPV.0093,06/08/2018,Trata da designação de substituto à função de Coordenador de Registros Acadêmicos,S,extinta,11 a 13/07/2018,,https://drive.ifsp.edu.br/s/tAfJEfL579Y1YsD,
2018,CPV.0094,06/15/2018,Trata da designação de substituto à função de Coordenador de Apoio à Direção,S,extinta,11 a 20/07/2018,,https://drive.ifsp.edu.br/s/ddtwJYa1Lt0LMVv,
2018,CPV.0095,06/15/2018,Trata da designação de substituto à função de Coordenador de Apoio à Direção,S,Alterada Pela Portaria n° CPV.0142/2018,05 a 06/09/2018,,https://drive.ifsp.edu.br/s/5swg4z0troXuw2a,
2018,CPV.0096,06/18/2018,Trata da designação de substituto à função de Coordenadora de Biblioteca,S,Alterada Pela Portaria n° CPV.0162/2018,20/06 a 27/11/2018,,,
2018,CPV.0097,06/22/2018,Comissão de Matrúcula para Auxílio à Coordenadoria de Registros Acadêmicos,C,extinta,,,https://drive.ifsp.edu.br/s/jcX6J8PgKmN6qmf,ALtera CPV.0092/2018
2018,CPV.0098,06/25/2018,Comissão Própria de Avaliação-CPA,M,"Alterada pela Portaria nº CPV.0122/2018, de 08 de agosto de 2018",,,https://drive.ifsp.edu.br/s/JUdrQ3NCeaoNaRo,
2018,CPV.0099,06/27/2018,Revogação de Portaria de designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento nos Estudos,R,extinta,,,https://drive.ifsp.edu.br/s/3nBtOfFnepJ16A8,"Revogar CPV.0023/2018; CPV.0026/2018; CPV.0027/201"
2018,CPV.0100,06/27/2018,Revogação de Portaria de designação dos membros da Comissão para Classificar Projetos de Ensino Propostos ao Edital nº CPV.006/2018,R,extinta,,,https://drive.ifsp.edu.br/s/ml1M9QOB4sF326Z,"Revogar CPV.0019/201"
2018,CPV.0101,07/02/2018,Horário de funcionamento no período de 05 a 20 de julho de 2018,,extinta,,,https://drive.ifsp.edu.br/s/PkES0z0XK0HVn2A,
2018,CPV.0102,07/06/2018,Trata da designação de substituto ao cargo de direção de Diretor Adjunto Educacional - Rodrigo Scontre substituindo Leticia Pedroso Ramos,S,extinta,11 a 18/07/2018,,https://drive.ifsp.edu.br/s/wGzKdcKsYjMfhgn,
2018,CPV.0103,07/06/2018,Trata da designação dos fiscais do Contrato 04.712/2018 do IFSP-Câmpus Capivari (Paisagro - Jardinagem),F,Alterada Pela Portaria n° CPV.0071/2020,,,https://drive.ifsp.edu.br/s/UC4rh5mXJGz75Eb,
2018,CPV.0104,07/11/2018,Trata da designação de substituto à função de Coordenador de Tecnologia da Informação,S,extinta,30/07 a 10/08/2018,,https://drive.ifsp.edu.br/s/wPQhA0CIBxVlZmV,
